,0,Possible labels
12991,4338b403e75fc42d510fd1071f305be0,1
12992,43393af594a55569902edb991f2f06f9,0
12993,4339530f896fa2250f6d26a6b6edaccf,0
12994,433b5206877a7250da3fe6960160ca74,0
12995,433b5406305eb62ea738e263a9cc7888,0
12996,433daa31d51ebd34e019a0dce4dd9079,0
12997,433ec5e0ae0b1ed8f79ed2cc71ea410e,0
12998,433fd43f63876db68988eee2e5890523,0
12999,43434e464c9793b34ae45b514e9c54e1,0
13000,4344cac92e79a85fe98644ec52f852c5,0
13001,4345dc882e5ec30787c5c8a18cd4f05a,0
13002,4347ae19a6ed082274a791a66ae5a470,0
13003,434aaf14e22375a976d8eddb5b6d8afe,1
13004,434bbd514611a6de89578989f6be57d9,0
13005,434eb59c22438759d0aa6029ea479418,0
13006,4352bc7061465ad76c97c07ef13fe6b8,0
13007,4354100f128c972c7d5cf4fe60d5d9b1,0
13008,43549e62acad507ee05e83f86465f6b8,0
13009,4355001e1ee2062a68318c0998a9ba4c,0
13010,4356efbd0943228aad8bb5d7abab3217,0
13011,435aa110be898d9a9eac569e83ed554c,1
13012,435d7bf1c2487784f276e9a3ea2b2888,0
13013,435dc326a1329382000e69b5c5c73b91,0
13014,435dfe7f32864a342d27b6f124c6bb8b,0
13015,435e034014ab1998428fdfdf084b7947,1
13016,4360b4b9fe4c1d7bc344fe5f08e71725,0
13017,43614d33e9a1ec99e7451657768e8895,0
13018,4362304e7273cde9b01e98957605233f,0
13019,4362e5c66c7a01d526d5bf6070fd9887,0
13020,436432c5369a51be418d75b6693f9500,0
13021,4364637632a363adb84f9209eb299e5c,0
13022,4365560927c232cabc9966cded1af778,0
13023,4365cceb22e6952baa2db1b29049c2b7,0
13024,4366e654421ac84e36f3798c15a8aceb,0
13025,43691b96a26c86116ff05e80d023e4de,1
13026,436ac967fd9604dc3f50a074ed041909,1
13027,436acc5238d2ac7333d0f54531d458dc,0
13028,436d0a9f5a29f42e070b30c35860a146,1
13029,436d16492ddc1400c11c708b36d5d3be,0
13030,436d7512608538e0e3b4b5191250fa5d,0
13031,436dea031084fbbecac2f15e18844141,1
13032,4370d5707d43dd341b0ab8934aaf28a2,0
13033,4370dbb54f99557e9e04dc831da8cfc7,0
13034,437277c34ad2a5ac9dbc6d5b9b47f01f,0
13035,43755b107d50d9565eaf37250f686226,0
13036,437689b28b7da78da2639320bc3595fa,0
13037,4378b41b723ccca4fd4867fca4628431,1
13038,43792637b84f3091b2f8975391dc5a87,1
13039,437a83dbc6062d762c7a17a34ca3bd90,0
13040,437a98a1ce968fd49204d6205919b61c,0
13041,437af29efdeaf65487622b727216190e,0
13042,437b7853c0ac26ad0f468b44dcfa73a7,0
13043,437e01450775cfb5b20546b872214ef2,0
13044,437e1e415deff9c2ae09fa7c50787074,0
13045,4380ba21646abc1b548fb6c019135fbc,0
13046,4380cba84ed1e5ac5e9b3b4e64989c1c,0
13047,4380f8ae575e1815386521b3804eb43d,1
13048,4383ae63d821166bb3dd2b5687ad8bda,0
13049,43840230747e952fd9e2d2b78e68f4b3,0
13050,438499c7a2078641e47850825638b12d,0
13051,43855cbfb1861e98748f3164008a7b81,0
13052,4386a051353501bb0b9c1f4848c5411d,0
13053,438a7266c1311085632a83b965b3c51f,0
13054,438be3c2f18741d6e356540ec15cc666,1
13055,438c034401c2ea1539ace98dbcae0df3,1
13056,438c6df954e7c9765f32877927c03888,0
13057,438c8ccf0a1f3946978c3646b72dbe61,0
13058,438ea45d115979e29d9302d3a28aa96f,0
13059,438f89f5d62fc045e5d74b9a047e23d3,1
13060,43910aa9a585c5633a5f51d4926d9ac4,1
13061,4392a735690886c7ecdfe08ce8b20216,0
13062,4394580cd952c2922c62dad71dc2eb77,0
13063,439547fcc41d14a919c6777f0390b39b,1
13064,4395ff90b1cc121ab56689453269ea19,0
13065,439738f8d2bf837325b70b8251eac85a,0
13066,43974fa739b740f4b8d6807b347c11a1,0
13067,43993109c8a34063fafdd24d2f42c4b1,0
13068,439c1cd1a0e0ef4cba25c5b6e1352ae7,0
13069,439cf0da0f4633a9d60869ac56a72fa4,0
13070,439fb71b418d2646ee1db6ce2777cbd5,0
13071,43a070939bf89584537e43b421c6e982,1
13072,43a30b6fcd66a739cdad37d4dcff1807,0
13073,43a344b7fb6202948875bfcb451bf249,0
13074,43a5b56bef2c5ca4bcc7a62112d1f149,1
13075,43a64a0d1ec2ce1913dc8d13899f87b8,0
13076,43aca6316f1dda0cd9824e5f2de89f64,0
13077,43acc3f6cb8716c1dbf6a301f72e1d64,0
13078,43ad5babbfe7c411464236648c67a8a8,1
13079,43af06e0dbd0f3fb48983156cd877515,0
13080,43afa8c2c552fe3dc82e1ab7ab808c4a,1
13081,43b04ff2301386ff2139e24824c85e97,1
13082,43b23cacd106b8d5a937906fc5d20747,0
13083,43b2cfbf2c5adce476fcc2850136e3c1,0
13084,43b31ed9fdf420ca3e356092e330bed5,1
13085,43b4c83dfd6e74061a33e2b429627783,0
13086,43b538d938bc089ed0deadd4cf1f23ca,0
13087,43b8df58281fea86cb2bed15d6c2f562,0
13088,43b9ef3650d7ba97b706d9f8c9ca5e4e,0
13089,43ba207ca2f603de661fac83afc07bb1,1
13090,43ba3091242a4310910328313b366d9c,1
13091,43ba8315ce6c09dfcf4aa3783b3b3eb5,0
13092,43bb3cee8eaa7ebc9989264c491a2fb6,0
13093,43bba74ae70bcec2d244aee36f230e0f,0
13094,43be256deb1659b9109d54e9bad805f6,1
13095,43c05109acd277c923429486252802d2,0
13096,43c0d770bd6fc9dd5a7cfc0180db480f,0
13097,43c0f86d8496eb165c9efb449b9f1deb,0
13098,43c14d8a444172d13f187d31279ad81c,0
13099,43c280b4099c8c754c38d0b8e1fe031f,0
13100,43c3f2143e617f6c22900ab6a80581b9,0
13101,43c4c49a8d9195cbf9bbc95fe7180450,0
13102,43c662ff9f35a8816a3b2c9deb99da66,0
13103,43c6f5f5ca57bc298958125f44a20c6f,0
13104,43cba4cc17c00424de5d1b9314cef44a,0
13105,43cc1c815569e93bc07efa974c1d5a07,0
13106,43cc239702a1c5325411557d75c6e3d0,0
13107,43cc5a9f090fd9de44509a04eb4e4e9a,0
13108,43ceea523164415d430c32bbf6ce6974,1
13109,43cf2969ce129013fe64ac1a3b39154f,0
13110,43d0c445c6418dd2a54ab316d5cacd8f,0
13111,43d13fa259be56c636a29cd897de0dad,0
13112,43d44303d02792cd0fded7184534f893,0
13113,43d5520965af870a136ae69502de5fd0,0
13114,43d5525073249c9f8019f242ddc914b4,0
13115,43d5cfd2113297921c2d43fd117a31e2,0
13116,43d81b0230fa9ab8c43e71a80d59ecd2,1
13117,43da965740ab51ea8d837fcdf7826cef,1
13118,43dafcd6083777c5ee268b0708601cd1,1
13119,43db7973dfa6a00057c83944a5db4896,1
13120,43dba5c55510306a425068322e658045,0
13121,43dd3c95837142ce73e4e50632cfd007,0
13122,43de38074c04333d6323fdbf35adf2da,0
13123,43df5bc8021176a92a516236e18542ad,0
13124,43df5ca367ee4d54569c96a1b157d84e,1
13125,43e07118e2e10563116d669ac37febc8,1
13126,43e0b3149d26eb2f66d383f8219ff819,0
13127,43e16055bb8034d84d7b4fbafa4ccff8,0
13128,43e18693937027aacec5df192aa9ec14,1
13129,43e29c47d477ff4498e272070573fab3,1
13130,43e4af674a7a22fe1cadd84bb01893f6,0
13131,43e4e2d7c0dcb2542a04847d067a2f77,1
13132,43e59f342f6d8ef97f6324d0e1454ee0,0
13133,43e5a3f2c7e3e5fe3b1f2797ff2b91c6,0
13134,43e772ac900a21f9ce632be3eab28fbc,1
13135,43e81b36c491c52b93e3d5eff9c2fef8,0
13136,43e8924a356481912afc42658f87f8cb,1
13137,43ea8f85d43afe3af9e7ceff51870c79,0
13138,43ea906168f0470d31edd382e12130ae,1
13139,43ec113862c4b260c949c4462cefec4d,1
13140,43ec8eedf0e02f3892af9a5551937fb4,1
13141,43ecc0daa59fd55a0f7342fe5cf9d605,0
13142,43f1c1a96d30b47749a4049861dad844,0
13143,43f353a1c96580c3a925359c3eff052b,0
13144,43f4cf658f177508e05b512e43f3ee3e,0
13145,43f5a44afd351c7ef3c3b1c2a936c439,0
13146,43f976aec337134ba3bdb5e8627d9fae,1
13147,43fa6cadd08fa3936d7203ddd49f3af9,1
13148,43fb1f52792eae900778e6fa905d74bc,0
13149,43fb8287ab5420400940f385fe4f63be,0
13150,43fbb2aeaae3182a97045d4aaf2125d9,0
13151,43fc27af1496bbf75c4f6477d13a9c35,0
13152,43fd7563f7eebdfbeb4c2033bec8ac5f,0
13153,43fe4f3b21604291bc775163ab256408,1
13154,43ffe2d77158ed56bfc56a48c950d593,0
13155,4405e1d289fbc5465561dfc755e41daf,0
13156,440648c9189108e8d187bf189b776f25,0
13157,44085ccb3ae8ce23bf74964552d245c6,0
13158,4409412f22501a754d9ac4f9213be825,0
13159,440a7638143989b51da59f9fe9af8e96,1
13160,440b91c014d499834cceac2eff9a0afb,1
13161,440ce514b4afc956ea9e50325c00d360,0
13162,440e059c6d1efa9c9845e35fcba0d365,1
13163,440e66863f218b0da53daea308d66553,1
13164,440ece491aa56bd392cd7c6cb3cdceb7,0
13165,440ef417726147702f80f484aece2fe4,0
13166,440f2557bd70046427973e78f4ece91b,0
13167,44112164928b60c1da377844e1dc7c9b,0
13168,4411dbfce8087070cda242317b840724,0
13169,44163678c2e0dbc80e93686ddac08a92,1
13170,44174700c3bfcf591d05d2b293c63fdf,0
13171,44181c19f110383fc00118bc5024fa10,0
13172,441a7dcfd9473b4f5d24572868db5783,0
13173,441c52d7c232b95740013da99765813e,1
13174,44210d5edc171bad8f1b489dfbc371da,0
13175,4422b47a5be4a4c6d8b69f7b03319dca,1
13176,442433e78a14f3de7a37ae89b7117bfa,0
13177,44244f998861a026f4c6130d8ebab109,1
13178,4424f264580c40a07cf6caa72e6ed793,0
13179,44266302d6be0e238ca78cf25c3b4f63,0
13180,44268541a988d116fede2b8acc2ddc2a,0
13181,4426a99762ec121dd859c48669ccdb96,0
13182,44287be9f04cacd8eba52587ccdf7855,0
13183,442925bf3920f29581665f4a67832679,0
13184,442937ec9a8b605d0fde65c754389c80,1
13185,442c0e863fc179267b069b2f47ba85fb,0
13186,442d6b87d6a7c33a88ee87a0bf106533,1
13187,442dcfb10393eab5c682156e9c346080,0
13188,44306bcf5d93678a5b076459aa5cf4de,0
13189,4430ffe4873cf4a51275edb2f81fbd11,0
13190,443225fb0709d857142025a36ee936e3,0
13191,4435c8b3834390792e6caf75e09ada55,1
13192,443707ae5aa9cc015180c0b08661be4e,0
13193,44388ad9637bb12d8a0e7706a0fb5f03,0
13194,443c5a742a2014f9fada8c07a7b2b6bc,1
13195,4441e73c5ada921ea74f754d5c564b3a,0
13196,444242e8fd38ba1fded4b042714274e9,0
13197,4442584ad8a5bcbdbaf382054d766945,0
13198,4443499b0aab5972d77c114120c21d9c,1
13199,44451ead00c0757c509d72c81a4b2994,1
13200,44453ba466ee6ccfe2aa547659215f38,1
13201,444b6eab1a9bbd946cc6bb64b458edd6,0
13202,444b79a51ec253372f95e8cbb6a59288,0
13203,444d937295574120cbcfd75420ac07af,0
13204,444e7b8ceecd3edbd616628f9ccfbf90,0
13205,444f448dde1b25ba22fbd5137f2694ed,1
13206,444f9fce2da4d9bd7b7a5aaf36ee4ed8,0
13207,4451abbb3407de81189b6c6da0188382,0
13208,445495df5b6e5e770cf612c06440ac9b,1
13209,4454a450d0e77510aa37c8912adb7168,0
13210,44569e821af10ddbf09575c9314e5d37,0
13211,4457250f47c8ca2e767d4338e501640e,0
13212,4457b8e911a60bd8b3edf8f17c564c8d,0
13213,44582a9f99d932653c7cfca23bc65d3c,0
13214,445a6cfc28e8fb2d55a35475ac8adbaf,0
13215,445a9c838d3b4f0575edf20854531717,0
13216,445aad7bc97eedc2393f1c11d7278fad,1
13217,445b4a130fc01a59688e55525212349d,0
13218,445c24faf7502ef879bf06b34b0da98e,0
13219,445c61e0dbf07c852e9f5d5ea9e147a2,0
13220,4461c00222636948918d4352772777f9,0
13221,4463222680141c9484360df3377aa6b7,0
13222,4463fde4f279cdc52801eb9511223015,0
13223,4466725ea610d54ad15f3f9e7513f7c6,1
13224,44676d139e1f0ca4f99127d727ce2ca7,1
13225,44685e5608b61f15c3a96c3a6bb48cab,0
13226,4468d71948351d94097bcbee4250a7de,0
13227,4469ab79e9e014f666c568144eed2085,0
13228,446a8d394b53516b68d99fd764e59d1d,1
13229,446ad66a6abd014be0c2fdc8b5d45bc8,0
13230,446bffea2e2c3766a987023b1e186158,1
13231,446ca0d7388901ff9eef68caa81d30b9,0
13232,446cee52a2998b784b1448cf8d12fce2,0
13233,446ed7bf6f7858fc29aead269d87a9ad,1
13234,44704c6b64155cee17c0f3ea1dde9827,1
13235,4470d2932b3c6fa129c02b7663a6169f,1
13236,44737e0903a93dca127f2148e8fbd023,1
13237,4474502c989b151a858d6e416a6ac793,0
13238,44747f6f05f6729d3fe870775e10005c,0
13239,44762d355593b20cf0ad64ecee67e78d,1
13240,44768caf55765f3ea07140b971e16246,0
13241,44773ed0b57aecaf7c17947b242cc6dc,0
13242,4479ac25992329c8f685d0c5a70d5083,0
13243,447c552cae4d406a4c0e70c07e220103,0
13244,447c5f0f34652e93e536f6efb70b709f,0
13245,447d5bd9315ed11dde6fb6643f73f272,1
13246,447e357162a02d520bd5c7f0e6f399e6,0
13247,447f82c7af362d4eb83e9dc4cca2e0e7,0
13248,447feb741414ba01950b0c0c02944514,0
13249,44808b116bc0300bfd839b37fae576ca,0
13250,448104d510fbae143177f421510a937b,0
13251,448138d0e07b7334055d703c70ed462a,0
13252,448240b176e5be367e8db354d623ef04,0
13253,44832d3ed0ac987a8d69740d577b2bc1,1
13254,44840e63c9830b38ac54b5af8b6f9de1,1
13255,448964dcf9ce9ce87889996687b8d594,0
13256,448ad11d83dfd8d622a9796733cb6067,1
13257,448aeba7424c1b57a0b436531982cbe4,1
13258,448c74c798fe844e84972ebf43e4ea97,0
13259,4490875e7bae0b5e9de63d50e53446c1,0
13260,449097b92445758e2da8714a00668027,1
13261,4490b00319f563e76c0f6914e3d2d4e2,0
13262,4490edbe79181802be26e67ab0e22e40,1
13263,449267d5e4c738f3ef6255aa20c87930,0
13264,4493e4686211e2096ae7c429259a2ba5,1
13265,4494d66b700acae5a36d7d20f5f9011e,1
13266,4495d3a8227091eb9670b0ead53a1bd5,0
13267,4495e8a375cd7608e8a5ac7ac577bdb9,0
13268,4496fb279b831a610be3f6c6a018978c,0
13269,449b08999027eaf2e614619172a75dee,0
13270,449c11f263bf33593452e4226fe15cd9,0
13271,449c73d2495d66052953cded29cd435d,0
13272,449cc0c80e1fdb1ba2047b70b30654b6,1
13273,449d3084e3bd8bcc190cb9ea5f3ed947,1
13274,449d9d2db8712c501f525f5db32d9dcd,0
13275,449eb3c450255d9024e9881206476538,0
13276,44a0e7353cdcce28086cfd9b04e04ca4,0
13277,44a14a2683e009048eca3c573f49bd36,1
13278,44a287efe2d7a53b9d58ffb8784bf520,0
13279,44a2ccc44668d7cce0638c86cafea700,0
13280,44a2fc41ab7212b9af123974ce2f2202,0
13281,44a313d5141da0e0633504340f509252,1
13282,44a4d0d3e885fe7240f912d96efccb75,0
13283,44a56a52076a8ba411f73a7c785b857e,1
13284,44a6b8d2ec1aa9b657039c8a2ce2e423,0
13285,44a7c04c1dcb1f36c56647a2112efa5d,0
13286,44a8a59bfa902344fbc309055984ebaa,1
13287,44a8cb554dc5597742ede9145a3447b3,0
13288,44aee375b5e1f06d67807eb190fa81b2,0
13289,44b01e633de0cba1933219083a695874,0
13290,44b0a50039a38284c66259e516d7594b,0
13291,44b171e072e6cf2a62a6223afc2e71ca,1
13292,44b2f3d9b20414a726fd29075260205c,0
13293,44b388eaa871010989301a3ca4607b54,1
13294,44b77b4fb2bc7441b875a010f18a965c,0
13295,44b80073672ab629aa59a947e8a46384,0
13296,44b80577e9e2a6e90b5222183b9733a6,0
13297,44bb086a86e19bdc43c5be2195b9bae5,0
13298,44bb49ec69fbaa612ff1f800b3fe5a2c,1
13299,44bce90436430cbc318ec04264bf15b1,1
13300,44c0c8b2630aaa004eebf72f49a759a2,0
13301,44c0f24ebcaf93e8736277fca5e30cc0,1
13302,44c31ffc42e0b9cd3acfc97a6394d86a,1
13303,44c4faf84f231d3e8d54a9ba73c0bb59,0
13304,44c511a651aba375782ac01897de9fa9,1
13305,44c5b1e89a52929a2c026b1f884c848c,0
13306,44c5eb2c71e0f3c94f3aa831c4d993de,0
13307,44c60451f2d712aece4034958c44c20b,0
13308,44c8262f0da27e7f2f178c519320a01d,0
13309,44c85d580e94e66fda35fe1592324660,0
13310,44cbc1e177eae3d43780818bc9b51281,0
13311,44ccb4d91d58ff858f2e6396da45f4ac,1
13312,44cfb79b4b1f75b7c4e706ee44f263a9,0
13313,44d149d7b7c5a8950ef8e012ce538791,0
13314,44d1de81d4d3354a3c71b57ca81f5e6a,0
13315,44d4289d090ac77fc7638a6154f72945,1
13316,44d46fa9b941dbe4fec83744e67af75a,0
13317,44d4a60af2f6f0b7b9c3d2df18bdf918,0
13318,44d6a4465a09ed21b68e3f48bd2c28e9,0
13319,44d715ec8d5a403097a713e0aeb10ff0,0
13320,44d9e66c2a05edd2fcf284d8fd0c5a7e,0
13321,44d9f01733dc7629980a545fcdce4fc9,0
13322,44dd0602ad19afcd891b271eb0fac980,0
13323,44dd4de0ff0cbc8836e43cec4532fefa,0
13324,44dde70a53d06a0d5ba970dd31f5c013,1
13325,44df0217be51740cc8988fe73bb99452,0
13326,44dfb0c49422e83682a239c4d6212d39,0
13327,44e025c3c9e1c4d2590e994b714dad78,0
13328,44e0dfcf19cab73ee82400f45378fada,0
13329,44e2e73d04235e5161369e8cd8063337,0
13330,44e3eef3a0d0c22f9dfe6f6d07b22723,0
13331,44e422a497839eb98ff914661ca306ec,0
13332,44e64f973f8ca7ca3e46838861184e10,1
13333,44e6a8997f9a49825981ac99c59de12d,0
13334,44e73356ce1fd9f839c858f0400d0358,0
13335,44e73ec09015bca6e24e844673fbd737,1
13336,44e86be43c0cf9b1f057d417576cd8f0,0
13337,44edd4dd2bf6ebe148a86f034f92e62e,0
13338,44eec4d70eed991cc4e3d3cab6a4c3cb,0
13339,44f060afc3563f9ffd2ada50898b41ba,0
13340,44f2e724d0d0e9d5c1a83f2930818ab2,1
13341,44f775634479b5c5caf7ab7d33fa2bb6,1
13342,44f77adc7ec158df98db08c41cabe2f5,0
13343,44f868c62e783b0f29206708b6cf1e9b,0
13344,44f9e1019d0509511b8078cf0b8e7096,0
13345,44f9f4ef36db424be6925b18c6d55e97,0
13346,44fa627764ccafdd9ea811ff33fc50f0,1
13347,44fc12f62c72906aebe2f5f1b6642e19,1
13348,44fda005b4817565db9f1bab7f59f6ad,0
13349,44fec30694fa94483beb5162eeb057d2,0
13350,44ff702cac68b92c7f4109ca117696e6,0
13351,450366140225ccce79a8e876da5a5607,0
13352,4507038b6ad81426186a32d6615d32b9,1
13353,450772f69cf051ae561643b8e7b0b0ae,0
13354,4509c0cd7c042160e327361804586307,0
13355,450aa3e39aef79f4eb3472241ae84407,0
13356,450ad343b28e031d848bb3ea1c6959fb,0
13357,450b80162d4ba7db8b6a621b1dc02950,1
13358,450d4522a404df84bade569ae4505775,1
13359,450e078ac57124e47184c5ac910e6d3a,0
13360,450e0afcf2bec4723d93963ae8e87d8e,1
13361,450ef0b6d4589673324d575bbae51ff5,0
13362,451058542db94ad230fad0cd1f2d37d3,0
13363,4510ed92de6f7bf553586ca4b1c0520e,0
13364,4512235ecd8ef30d17e72ca68f535450,0
13365,451361a621d17b0f16f46063169b6092,0
13366,45143faacd6b96df3c4e5e854100506e,0
13367,45144aa3e8e1a8b423dc90bb1ce6217e,1
13368,4514649b10557b0201a79ebbc2c280db,0
13369,4515c06af0ccce25f90b802f5d00fefe,0
13370,4515f739f722435c90a1a1dc3c1d9308,0
13371,45164787599a644f6437f4f82766f9f6,0
13372,4517557ef6d26426d4d3142fa432a7b3,0
13373,4519fdbafb13c817bc9533ab376aea3e,0
13374,451ac9983730513cac3944d8d933454a,0
13375,451af144e8ea17b05af25b7787e8bd1c,0
13376,451ea20437fcafebcf1923333547f504,0
13377,451f1f6094b0fb1e2d0cccb05b409592,0
13378,451ff3978ba4a2d71c061294738a623d,1
13379,4523a688bb0ea3f6cf730e85e6fb2e5f,0
13380,45255bee6d5eddb3249ed61136c35395,0
13381,4526185a7320fb224e54372ca108ecb4,0
13382,45284ec4f91b2c2a352228a277da53ca,0
13383,452b98a2de1e552d19c2e206589033cd,1
13384,452cb3629103d0a5931b2d0db3bcc6a2,0
13385,452cc22cdb9fe9a17ea183c2dad4cb7f,0
13386,452d8815ea11cfda29cb4e24752e5959,0
13387,452daad6e78b9bc17117effebf0a628c,1
13388,452dd97fed14d00f72c2039f90be7eb5,0
13389,452f9e4a54fc6fe18558c752a4f57266,1
13390,453029e3d6335279cfb224ed3fd2fb56,0
13391,45303e1c1393009d0bc219662e6ada3c,0
13392,45332e4474fcf87867af91f83519e9fd,0
13393,4533ba92a1c318e805fd0879ef346a2c,0
13394,4533d76adf7bf10799b946a6e0aee21c,0
13395,45345a87f052da14df035567b06b2966,1
13396,4538031a7c3e13c39216604e3dfbd43d,0
13397,4538beefcb532fa25a7f20817d929575,1
13398,4539842d936a75a0f3c39a74662bebc4,0
13399,453aa168ccd48e78c1b2f2da3d869824,1
13400,453c717cd805996e478f712c6cf79bc9,1
13401,453d01af7cd3f33447a7fdecca21f5f1,0
13402,453d2418152201782cd291dacb36a7b4,0
13403,453e8e36eaba90c051e0fc63753ae4b2,0
13404,453ff6f76d5312a5ab3eeb9153f6074d,0
13405,45408f40afe7eac26107c6679d096bc1,0
13406,45423c05017f3ab11496d78f0afbda56,1
13407,4542e2b9fed6dbb3aef281a56451e466,0
13408,4543b021dbead1ca2c41c3e1f5f650ec,0
13409,45456be738ec829a3bffad6920ca1417,0
13410,4545dab55578712df1574a9eb82bd586,1
13411,4546559762ee373570efc4c82422f9c5,0
13412,45468682992c9c7bd68ed4e3c17929ac,0
13413,45484e8c1279a6a37f8ed453cbac22f1,0
13414,4548b59e3e242f90d6aa8112faa82bd5,0
13415,454901e20f38d8a265e3da10c37b0b6d,0
13416,454c3165ff08cbd97db3baed84cc775b,1
13417,454ce406b49085bcdaba595a60907a11,1
13418,454e86db18269cbe3c079fc3c84836b7,1
13419,454f47b2297c301793b2aeeea4f9c056,0
13420,454f6fff694a35e88a30b79f0fa9ec1e,0
13421,4550d392f7c07ebc423c3ad912ebcdb3,0
13422,4551646d95200070409fde37bc61c61f,0
13423,4551fea3d43bcd8b88ba631324d64b44,0
13424,45553fe96be17d1dc00e316c23e29170,0
13425,45554ba0f4c26d610dac39643b4383bd,0
13426,455554f2c876f40d79c87d6e0b87eb23,0
13427,455614627b235635743c8a1b0f3e8b6f,0
13428,4557036a38ed050e1a7a9ad99987b710,0
13429,45574b593385f5a994bc7e370c6ddc05,0
13430,455d96f4ddeb4e0845312e7bd3459d5f,0
13431,455efacd0fb28b19de3db36c740965da,1
13432,455f073e93e32551c5c3e5b3dd3afb70,0
13433,455f8d16969002c5cc58cfd8c9e127a7,1
13434,455fc55afed14ce608530864cbafc749,0
13435,4561e064968a0532fc417a8f4ad0aa8c,0
13436,4562fd59c7b66d1ae0daf0dcc1cb122c,0
13437,4563109f43a835034955a40e5fae2115,0
13438,45649b06e6262712bd84342409306d65,0
13439,456733d0710b27e2cb505402512b2ebd,0
13440,4568ac5545f9651d63382f9c691cca6a,0
13441,456925976d700f8ae4661b4e2050f475,0
13442,45694b9630a89075a6e5e5653027cf5d,0
13443,45699e872d8cad8e2f7056b826d6b4db,1
13444,4569cac3858c2c8276c11b2a782b401b,1
13445,456a9f99d1d3b5fd74aa281f794f2963,0
13446,456d402225f87cea442b2c750117002c,0
13447,456d4b90f06fe4727195645472053dad,1
13448,456dd81da781bf3fdf8485e7a14fc33d,1
13449,456ded799bd363e0de8cebf92421151d,0
13450,456e3b154d90d940397e26cc5822310b,0
13451,456e6b208c2f24a3552cc4e33a056d25,1
13452,456fba93ec645c46537b206875fc3b45,0
13453,45701137b760dcf06bbc6849141a273c,1
13454,45706898f982a9743318fa19bf42d44c,0
13455,457395087d2a6dc083eae010a2e968e7,1
13456,45744fc3d3a27ce7189525a4e00488e1,0
13457,4576523bfcf58ca16e75f7e052ceae27,1
13458,4576c37f107fe855458dcc14b16a8d85,0
13459,457851590c1b76b45afec9df8f7afd53,1
13460,457c10ccc43929bc2da18fccf4af3792,0
13461,457e459432a8b52daf5f08acb0ae3e8c,0
13462,457e8379cbbab2419c265d39554ad786,0
13463,457f3c3a5458d9ecd9d7664a7f1a44a8,0
13464,4580bf0c44aae08467e3c2eef31606a0,1
13465,45816e17072945e64d3eca9eabb4374f,0
13466,45836023378dd7015a2acba7fd843506,0
13467,45843f4b86be9d618b1606834cd965a6,0
13468,4584efb73ff69ed46784f5c9193ac9b9,0
13469,45862daec77f7e8e6fb65a42551e98c1,0
13470,4588ae8fe8b8754236c3982e264de76d,1
13471,45892d396d876538a57f5c408055a6b4,0
13472,458a8ec9f6c7f81a77b8893b5faabe24,1
13473,458b4418d384bd78b23e3eeb369afa9f,1
13474,458bc1e7cd42ce876753cf38f33b00f6,0
13475,458c6fbe8ae8d9ab0e3879405d969e1e,0
13476,458d0897048fd4efdc796c3cec5bb080,1
13477,458eaa2de9c4d9e634243d7f367e4297,0
13478,4591a9a16836847bab28aa3e846d2bd8,0
13479,4592143fc64dd9ca89db51280decc4eb,0
13480,4594faa3f8fe4483b4ac050b2d91dac4,0
13481,45965902fed0bf1167465eb37668e6c6,0
13482,4598417b0ba972779f5d3cb8c24573e8,0
13483,4598927a6bb3587b845e77d5172a784f,0
13484,4599056e9d06c5f651ad7ffbaae5ceb0,1
13485,45996780e326a273557dfef144eac11c,0
13486,45996d803c5ce8b382e12cfbc32c7639,0
13487,459a6ff1542c6e8c5d9ed6cbee87f7c5,0
13488,459b37969275c0419d391ed47df5ce52,0
13489,459c158f1081c0870918a35e0d5a15a3,1
13490,459cc8153ad474098fbfa74ccf0950c4,0
13491,459e3a85a98eef6c4d938ebc23c14119,0
13492,459e741baa2895d0f540c8d0d57524bf,0
13493,45a14c6c8007f3264502f7999397ff77,0
13494,45a33d1dc67b2cc4c78a54e6528d975e,0
13495,45a359146d3f69cb2f01998a6d450b54,0
13496,45a453a540a499b942894e2579200c5b,0
13497,45a7b03234d298a03b72dbf3a5882d60,0
13498,45a935d107217a5ce2a728064b07a2b0,0
13499,45aa6601694fb8cb6568fb5e9b8fa18d,0
13500,45abcd09f062972df36aec7e68aff4c5,0
13501,45ac5b8b5582ed105a1d71230b66515c,0
13502,45ade8f67b9301c07d15c4665ba6c8ae,1
13503,45ae26d2d6c19c12cead80879fe194d4,0
13504,45aec5fcd281beab6d5be01d579a12bc,1
13505,45b155c22871c3e291ed992bf11d4f81,0
13506,45b194384c3777252cc3c19c8e6d1a94,0
13507,45b2b6aedcb188ed9ef7c2cba7ae5010,1
13508,45b444857e88c89473c2764741b078b8,1
13509,45b491312929eabbf37f2219b063b978,0
13510,45b4abf53e8f62293435fa3fff793d7b,0
13511,45b4c42febf91ac20ac3d926fc240670,0
13512,45b58d1afcf31fe4a6b382e8f6d7b2fb,0
13513,45b5fcdd760a260f6e98b9c6e7eee39c,0
13514,45b68397e2d6573e671a541a9bac64b6,1
13515,45b94dfabbbe82309ea6366f1b6f53df,0
13516,45b9c7141e7babf2bd836f44db07d168,0
13517,45baefb731c94453c2e1695a007a3cf5,0
13518,45bc5d491f3c60e0046ff1346626314f,0
13519,45bd34a408b06317a2a57f401147046b,0
13520,45c32c75c353feb8bbdc89d28c91f6ef,0
